h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
8828308517fffff,64,15.84375,0.0,32.0,"POLYGON ((-122.46938207108694 37.88479585718941, -122.46490681391661 37.888339130770156, -122.46635800228134 37.89302486293169, -122.47228478622445 37.89416713562969, -122.47675982853467 37.890623745673565, -122.4753083018105 37.88593819940475, -122.46938207108694 37.88479585718941))"
882830851dfffff,383,14.610966057441253,0.0,88.0,"POLYGON ((-122.4650288792813 37.870737177881516, -122.46055395353328 37.874280524879694, -122.46200478955497 37.87896696169001, -122.46793088971073 37.880109865585624, -122.47240560075203 37.87656640214379, -122.47095442639294 37.871880151259916, -122.4650288792813 37.870737177881516))"
8828308531fffff,15,20.466666666666665,0.0,55.0,"POLYGON ((-122.44857706712293 37.88959593656031, -122.44410028836295 37.89313859694042, -122.44555079946258 37.89782470060577, -122.45147842809435 37.89896795819603, -122.45595499242928 37.89542518136598, -122.45450414260611 37.89073926340558, -122.44857706712293 37.88959593656031))"
8828308539fffff,56,16.642857142857142,0.0,157.0,"POLYGON ((-122.45160279530538 37.88136672269405, -122.44712656280755 37.884909573325174, -122.44857706712293 37.88959593656031, -122.45450414260611 37.89073926340558, -122.45898016064676 37.88719629630903, -122.45752931770996 37.8825101188426, -122.45160279530538 37.88136672269405))"
882830853bfffff,66,19.636363636363637,0.0,200.0,"POLYGON ((-122.45898016064676 37.88719629630903, -122.45450414260611 37.89073926340558, -122.45595499242928 37.89542518136598, -122.46188219888329 37.896567946440925, -122.46635800228134 37.89302486293169, -122.46490681391661 37.888339130770156, -122.45898016064676 37.88719629630903))"
882830853dfffff,7,31.428571428571427,0.0,127.0,"POLYGON ((-122.44119961848715 37.88376568478541, -122.43672262548772 37.88730822866285, -122.43817279099956 37.891994777572755, -122.44410028836295 37.89313859694042, -122.44857706712293 37.88959593656031, -122.44712656280755 37.884909573325174, -122.44119961848715 37.88376568478541))"
8828308551fffff,22,14.454545454545455,5.0,36.0,"POLYGON ((-122.47107544169762 37.854276264187064, -122.46660160784756 37.85781999024488, -122.4680524299531 37.862506945256264, -122.47397742409065 37.86364998816571, -122.47845104316997 37.86010614563315, -122.47699988293107 37.85541937667579, -122.47107544169762 37.854276264187064))"
8828308555fffff,24,16.875,0.0,41.0,"POLYGON ((-122.460676744259 37.85667638589675, -122.45620214995579 37.86021980601804, -122.45765263374608 37.86490694698951, -122.46357805020337 37.866050481889545, -122.4680524299531 37.862506945256264, -122.46660160784756 37.85781999024488, -122.460676744259 37.85667638589675))"
8828308557fffff,30,17.7,7.0,28.0,"POLYGON ((-122.4680524299531 37.862506945256264, -122.46357805020337 37.866050481889545, -122.4650288792813 37.870737177881516, -122.47095442639294 37.871880151259916, -122.47542859140397 37.86833649816746, -122.47397742409065 37.86364998816571, -122.4680524299531 37.862506945256264))"
8828308559fffff,171,13.52046783625731,0.0,55.0,"POLYGON ((-122.47409791464209 37.846045135046815, -122.46962462659312 37.84958905031862, -122.47107544169762 37.854276264187064, -122.47699988293107 37.85541937667579, -122.48147295617736 37.85187534491365, -122.48002180304145 37.847188317163045, -122.47409791464209 37.846045135046815))"
882830855bfffff,1062,13.3060263653484,0.0,200.0,"POLYGON ((-122.48147295617736 37.85187534491365, -122.47699988293107 37.85541937667579, -122.47845104316997 37.86010614563315, -122.48437561465518 37.861248696690346, -122.48884847291359 37.85770454849075, -122.48739697472327 37.8530179656813, -122.48147295617736 37.85187534491365))"
8828308563fffff,1,27.0,27.0,27.0,"POLYGON ((-122.42947355902457 37.863871961939324, -122.42499668426802 37.86741446285797, -122.42644615202106 37.87210216114574, -122.43237283344018 37.87324717284677, -122.43684949429593 37.86970455530459, -122.4353996876819 37.86501704269488, -122.42947355902457 37.863871961939324))"
882830856bfffff,7,42.142857142857146,20.0,70.0,"POLYGON ((-122.43250042655409 37.855641313626656, -122.42802409786437 37.85918400453925, -122.42947355902457 37.863871961939324, -122.4353996876819 37.86501704269488, -122.43987580243854 37.86147423514319, -122.43842600251949 37.856786463485, -122.43250042655409 37.855641313626656))"
8828308581fffff,65,22.184615384615384,0.0,200.0,"POLYGON ((-122.49889595438566 37.908101366995666, -122.49442155776849 37.91164510576111, -122.49587412777885 37.91632905541992, -122.50180143249405 37.917469080310475, -122.50627561350925 37.913925225380915, -122.5048227054599 37.90924146173484, -122.49889595438566 37.908101366995666))"
8828308583fffff,1148,14.730836236933797,0.0,200.0,"POLYGON ((-122.50627561350925 37.913925225380915, -122.50180143249405 37.917469080310475, -122.50325434789913 37.92215258402326, -122.50918178232682 37.92329204677377, -122.51365574755455 37.91974807573295, -122.51220249419073 37.91506475806279, -122.50627561350925 37.913925225380915))"
8828308585fffff,43,16.302325581395348,0.0,41.0,"POLYGON ((-122.48849438295808 37.910504518805666, -122.4840192246008 37.91404795123639, -122.4854714563899 37.91873208681426, -122.4913991848062 37.919872604052244, -122.49587412777885 37.91632905541992, -122.49442155776849 37.91164510576111, -122.48849438295808 37.910504518805666))"
8828308587fffff,164,15.00609756097561,0.0,200.0,"POLYGON ((-122.49587412777885 37.91632905541992, -122.4913991848062 37.919872604052244, -122.4928517620702 37.924556293714005, -122.49877962049662 37.92569624880437, -122.50325434789913 37.92215258402326, -122.50180143249405 37.917469080310475, -122.49587412777885 37.91632905541992))"
8828308589fffff,165,15.703030303030303,0.0,116.0,"POLYGON ((-122.50191724201804 37.899873228813405, -122.49744339165755 37.90341715750166, -122.49889595438566 37.908101366995666, -122.5048227054599 37.90924146173484, -122.50929634018664 37.905697416867085, -122.50784343952155 37.90101339344958, -122.50191724201804 37.899873228813405))"
882830858bfffff,89,13.573033707865168,0.0,26.0,"POLYGON ((-122.50929634018664 37.905697416867085, -122.5048227054599 37.90924146173484, -122.50627561350925 37.913925225380915, -122.51220249419073 37.91506475806279, -122.51667591309828 37.91152059706845, -122.51522266719218 37.90683701952876, -122.50929634018664 37.905697416867085))"
882830858dfffff,43,18.0,3.0,129.0,"POLYGON ((-122.49151677038276 37.902276500780395, -122.48704215834913 37.90582012332888, -122.48849438295808 37.910504518805666, -122.49442155776849 37.91164510576111, -122.49889595438566 37.908101366995666, -122.49744339165755 37.90341715750166, -122.49151677038276 37.902276500780395))"
8828308591fffff,395,14.146835443037975,0.0,200.0,"POLYGON ((-122.52405596055397 37.91734276921439, -122.51958275765107 37.92088704628243, -122.52103635632257 37.92556991784874, -122.52696349564175 37.92670832619086, -122.53143648235452 37.92316393310205, -122.52998254598691 37.9184812477018, -122.52405596055397 37.91734276921439))"
8828308593fffff,520,15.776923076923078,0.0,200.0,"POLYGON ((-122.53143648235452 37.92316393310205, -122.52696349564175 37.92670832619086, -122.52841743961406 37.931390751525484, -122.53434470796357 37.93252859758539, -122.53881747830071 37.92898408852873, -122.53736319671269 37.924301849389906, -122.53143648235452 37.92316393310205))"
8828308595fffff,942,13.167728237791932,0.0,200.0,"POLYGON ((-122.51365574755455 37.91974807573295, -122.50918178232682 37.92329204677377, -122.51063504311985 37.927975104412546, -122.5165626070678 37.92911400494795, -122.52103635632257 37.92556991784874, -122.51958275765107 37.92088704628243, -122.51365574755455 37.91974807573295))"
8828308597fffff,390,16.661538461538463,0.0,200.0,"POLYGON ((-122.52103635632257 37.92556991784874, -122.5165626070678 37.92911400494795, -122.51801621324199 37.93379661638488, -122.52394390651779 37.93493495463021, -122.52841743961406 37.931390751525484, -122.52696349564175 37.92670832619086, -122.52103635632257 37.92556991784874))"
8828308599fffff,142,15.647887323943662,0.0,200.0,"POLYGON ((-122.5270750260636 37.90911517085386, -122.52260236941369 37.91265963768049, -122.52405596055397 37.91734276921439, -122.52998254598691 37.9184812477018, -122.53445498641511 37.91493666483906, -122.53300105768074 37.91025371953493, -122.5270750260636 37.90911517085386))"
882830859bfffff,27,14.37037037037037,0.0,31.0,"POLYGON ((-122.53445498641511 37.91493666483906, -122.52998254598691 37.9184812477018, -122.53143648235452 37.92316393310205, -122.53736319671269 37.924301849389906, -122.54183542073373 37.920757150544034, -122.54038114685241 37.91607465140334, -122.53445498641511 37.91493666483906))"
882830859dfffff,70,17.1,0.0,156.0,"POLYGON ((-122.51667591309828 37.91152059706845, -122.51220249419073 37.91506475806279, -122.51365574755455 37.91974807573295, -122.51958275765107 37.92088704628243, -122.52405596055397 37.91734276921439, -122.52260236941369 37.91265963768049, -122.51667591309828 37.91152059706845))"
88283085a9fffff,47,17.382978723404257,0.0,134.0,"POLYGON ((-122.47809162638686 37.91290687192601, -122.47361570644 37.91644999778965, -122.47506759982559 37.92113431919278, -122.4809957516102 37.92227532891694, -122.4854714563899 37.91873208681426, -122.4840192246008 37.91404795123639, -122.47809162638686 37.91290687192601))"
88283085abfffff,34,14.676470588235293,0.0,35.0,"POLYGON ((-122.4854714563899 37.91873208681426, -122.4809957516102 37.92227532891694, -122.48244799055082 37.92695920443396, -122.48837627264321 37.92809965200297, -122.4928517620702 37.924556293714005, -122.4913991848062 37.919872604052244, -122.4854714563899 37.91873208681426))"
88283085b3fffff,25,17.88,5.0,30.0,"POLYGON ((-122.5076137996667 37.936201682735295, -122.50313874150193 37.939745273238444, -122.50459201706762 37.94442781032929, -122.51052068892947 37.94556657098193, -122.51499553118477 37.9420228644509, -122.51354191753643 37.93734051330506, -122.5076137996667 37.936201682735295))"
88283085b5fffff,6,16.666666666666668,7.0,34.0,"POLYGON ((-122.48982885713225 37.93278308150586, -122.48535282115208 37.93632624924121, -122.48680541283747 37.94100941842351, -122.4927343788971 37.94214923405888, -122.49721019937085 37.93860595020529, -122.49575726934013 37.9339229668445, -122.48982885713225 37.93278308150586))"
88283085b7fffff,19,21.526315789473685,0.0,200.0,"POLYGON ((-122.49721019937085 37.93860595020529, -122.4927343788971 37.94214923405888, -122.49418731619775 37.94683195700113, -122.50011641228593 37.947971210248326, -122.50459201706762 37.94442781032929, -122.50313874150193 37.939745273238444, -122.49721019937085 37.93860595020529))"
88283085b9fffff,101,16.247524752475247,0.0,200.0,"POLYGON ((-122.50325434789913 37.92215258402326, -122.49877962049662 37.92569624880437, -122.50023254322883 37.93037949242203, -122.50616053147304 37.931518885289634, -122.51063504311985 37.927975104412546, -122.50918178232682 37.92329204677377, -122.50325434789913 37.92215258402326))"
88283085bbfffff,158,19.696202531645568,0.0,200.0,"POLYGON ((-122.51063504311985 37.927975104412546, -122.50616053147304 37.931518885289634, -122.5076137996667 37.936201682735295, -122.51354191753643 37.93734051330506, -122.51801621324199 37.93379661638488, -122.5165626070678 37.92911400494795, -122.51063504311985 37.927975104412546))"
88283085c1fffff,92,16.25,0.0,200.0,"POLYGON ((-122.49755992831143 37.88581911616883, -122.49308640862868 37.88936311832178, -122.49453861879147 37.89404803311066, -122.50046468660074 37.89518875964615, -122.50493799080336 37.89164464124541, -122.50348544272545 37.886959912566866, -122.49755992831143 37.88581911616883))"
88283085c3fffff,290,14.158620689655173,0.0,200.0,"POLYGON ((-122.50493799080336 37.89164464124541, -122.50046468660074 37.89518875964615, -122.50191724201804 37.899873228813405, -122.50784343952155 37.90101339344958, -122.51231652805865 37.89746915885397, -122.51086363480641 37.892784875826976, -122.50493799080336 37.89164464124541))"
88283085c5fffff,146,19.746575342465754,0.0,200.0,"POLYGON ((-122.48716047070576 37.88822182996232, -122.48268618963404 37.891765526133035, -122.48413806169953 37.896450626938496, -122.49006455298262 37.897591845566566, -122.49453861879147 37.89404803311066, -122.49308640862868 37.88936311832178, -122.48716047070576 37.88822182996232))"
88283085c7fffff,439,16.30523917995444,0.0,200.0,"POLYGON ((-122.49453861879147 37.89404803311066, -122.49006455298262 37.897591845566566, -122.49151677038276 37.902276500780395, -122.49744339165755 37.90341715750166, -122.50191724201804 37.899873228813405, -122.50046468660074 37.89518875964615, -122.49453861879147 37.89404803311066))"
88283085c9fffff,324,15.299382716049383,0.0,200.0,"POLYGON ((-122.50058069907008 37.87758975032735, -122.49610772541465 37.881133941966965, -122.49755992831143 37.88581911616883, -122.50348544272545 37.886959912566866, -122.50795820086898 37.883415604664044, -122.50650566015905 37.87873061663629, -122.50058069907008 37.87758975032735))"
88283085cbfffff,74,19.594594594594593,0.0,200.0,"POLYGON ((-122.50795820086898 37.883415604664044, -122.50348544272545 37.886959912566866, -122.50493799080336 37.89164464124541, -122.51086363480641 37.892784875826976, -122.5153361772527 37.88924045171382, -122.51388329144183 37.88455590923931, -122.50795820086898 37.883415604664044))"
88283085d1fffff,591,12.169204737732656,0.0,200.0,"POLYGON ((-122.52271462802233 37.895064291273286, -122.51824230145863 37.898608831543804, -122.5196955398784 37.90329266879118, -122.52562144248307 37.904431779514134, -122.5300935529789 37.90088712313919, -122.5286399769866 37.89620347215558, -122.52271462802233 37.895064291273286))"
88283085d3fffff,206,14.480582524271844,0.0,200.0,"POLYGON ((-122.5300935529789 37.90088712313919, -122.52562144248307 37.904431779514134, -122.5270750260636 37.90911517085386, -122.53300105768074 37.91025371953493, -122.53747295192323 37.906708947108534, -122.53601903085058 37.90202574206237, -122.5300935529789 37.90088712313919))"
88283085d5fffff,837,13.697729988052568,0.0,200.0,"POLYGON ((-122.51231652805865 37.89746915885397, -122.50784343952155 37.90101339344958, -122.50929634018664 37.905697416867085, -122.51522266719218 37.90683701952876, -122.5196955398784 37.90329266879118, -122.51824230145863 37.898608831543804, -122.51231652805865 37.89746915885397))"
88283085d7fffff,240,12.366666666666667,0.0,200.0,"POLYGON ((-122.5196955398784 37.90329266879118, -122.51522266719218 37.90683701952876, -122.51667591309828 37.91152059706845, -122.52260236941369 37.91265963768049, -122.5270750260636 37.90911517085386, -122.52562144248307 37.904431779514134, -122.5196955398784 37.90329266879118))"
88283085d9fffff,276,13.047101449275363,0.0,43.0,"POLYGON ((-122.5257331776574 37.88683546488705, -122.52126139711736 37.89038019448017, -122.52271462802233 37.895064291273286, -122.5286399769866 37.89620347215558, -122.53311154142717 37.89265862644259, -122.53165797305162 37.88797471597702, -122.5257331776574 37.88683546488705))"
88283085dbfffff,2192,13.476277372262773,0.0,200.0,"POLYGON ((-122.53311154142717 37.89265862644259, -122.5286399769866 37.89620347215558, -122.5300935529789 37.90088712313919, -122.53601903085058 37.90202574206237, -122.54049037900631 37.89848078028255, -122.53903646562384 37.89379731565625, -122.53311154142717 37.89265862644259))"
88283085ddfffff,871,13.413318025258324,0.0,200.0,"POLYGON ((-122.5153361772527 37.88924045171382, -122.51086363480641 37.892784875826976, -122.51231652805865 37.89746915885397, -122.51824230145863 37.898608831543804, -122.52271462802233 37.895064291273286, -122.52126139711736 37.89038019448017, -122.5153361772527 37.88924045171382))"
88283085e1fffff,135,19.37037037037037,0.0,200.0,"POLYGON ((-122.47373632001052 37.89885242235795, -122.46926073144057 37.902395622227104, -122.47071227225989 37.90708064925277, -122.47663974007934 37.90822229056017, -122.48111511363567 37.90467897438384, -122.47966323443485 37.89999413321719, -122.47373632001052 37.89885242235795))"
88283085e3fffff,52,16.442307692307693,0.0,35.0,"POLYGON ((-122.48111511363567 37.90467897438384, -122.47663974007934 37.90822229056017, -122.47809162638686 37.91290687192601, -122.4840192246008 37.91404795123639, -122.48849438295808 37.910504518805666, -122.48704215834913 37.90582012332888, -122.48111511363567 37.90467897438384))"
